emp_id	date_of_joining	quarter_of_joining	half_of_joining	year_of_joining	month_of_joining	month_name_of_joining	short_month	day_of_joining	dow_of_joining	short_dow	age_in_company_years
806367	7/12/2016	Q3	H2	2016	7	July	Jul	12	Tuesday	Tue	1.04
814002	4/15/2001	Q2	H1	2001	4	April	Apr	15	Sunday	Sun	16.3
633535	6/29/2011	Q2	H1	2011	6	June	Jun	29	Wednesday	Wed	6.08
978568	9/13/2016	Q3	H2	2016	9	September	Sep	13	Tuesday	Tue	0.87
308187	2/21/1988	Q1	H1	1988	2	February	Feb	21	Sunday	Sun	29.45
880500	6/2/2011	Q2	H1	2011	6	June	Jun	2	Thursday	Thu	6.16
815006	2/22/2001	Q1	H1	2001	2	February	Feb	22	Thursday	Thu	16.44
707218	5/12/2007	Q2	H1	2007	5	May	May	12	Saturday	Sat	10.22
652896	2/11/2015	Q1	H1	2015	2	February	Feb	11	Wednesday	Wed	2.46
915199	10/3/1999	Q4	H2	1999	10	October	Oct	3	Sunday	Sun	17.83
327962	11/18/2016	Q4	H2	2016	11	November	Nov	18	Friday	Fri	0.69
280528	7/5/1989	Q3	H2	1989	7	July	Jul	5	Wednesday	Wed	28.08
451591	11/18/2016	Q4	H2	2016	11	November	Nov	18	Friday	Fri	0.69
215358	3/16/2008	Q1	H1	2008	3	March	Mar	16	Sunday	Sun	9.37
939293	2/5/2012	Q1	H1	2012	2	February	Feb	5	Sunday	Sun	5.48
277455	5/11/2016	Q2	H1	2016	5	May	May	11	Wednesday	Wed	1.21
501016	7/14/2012	Q3	H2	2012	7	July	Jul	14	Saturday	Sat	5.04
134554	1/15/2006	Q1	H1	2006	1	January	Jan	15	Sunday	Sun	11.54
477357	6/11/2016	Q2	H1	2016	6	June	Jun	11	Saturday	Sat	1.13
744924	1/3/2017	Q1	H1	2017	1	January	Jan	3	Tuesday	Tue	0.56
579025	12/24/2011	Q4	H2	2011	12	December	Dec	24	Saturday	Sat	5.6
897578	6/15/1998	Q2	H1	1998	6	June	Jun	15	Monday	Mon	19.13
685668	6/23/2009	Q2	H1	2009	6	June	Jun	23	Tuesday	Tue	8.1
200325	5/20/2006	Q2	H1	2006	5	May	May	20	Saturday	Sat	11.2
344365	4/12/2001	Q2	H1	2001	4	April	Apr	12	Thursday	Thu	16.3
550688	1/27/1997	Q1	H1	1997	1	January	Jan	27	Monday	Mon	20.51
417331	3/26/2014	Q1	H1	2014	3	March	Mar	26	Wednesday	Wed	3.34
545461	5/14/2013	Q2	H1	2013	5	May	May	14	Tuesday	Tue	4.21
589768	10/9/2016	Q4	H2	2016	10	October	Oct	9	Sunday	Sun	0.8
411790	1/12/2015	Q1	H1	2015	1	January	Jan	12	Monday	Mon	2.54
496040	10/24/2005	Q4	H2	2005	10	October	Oct	24	Monday	Mon	11.77
819367	4/14/1998	Q2	H1	1998	4	April	Apr	14	Tuesday	Tue	19.3
355752	6/25/2009	Q2	H1	2009	6	June	Jun	25	Thursday	Thu	8.1
222942	5/17/1983	Q2	H1	1983	5	May	May	17	Tuesday	Tue	34.22
353520	9/1/2014	Q3	H2	2014	9	September	Sep	1	Monday	Mon	2.91
639215	2/11/2016	Q1	H1	2016	2	February	Feb	11	Thursday	Thu	1.46
155379	11/30/1993	Q4	H2	1993	11	November	Nov	30	Tuesday	Tue	23.67
620067	5/29/2013	Q2	H1	2013	5	May	May	29	Wednesday	Wed	4.17
947782	3/11/2008	Q1	H1	2008	3	March	Mar	11	Tuesday	Tue	9.39
836645	6/28/2017	Q2	H1	2017	6	June	Jun	28	Wednesday	Wed	0.08
535353	1/1/2002	Q1	H1	2002	1	January	Jan	1	Tuesday	Tue	15.58
521177	1/29/2015	Q1	H1	2015	1	January	Jan	29	Thursday	Thu	2.5
935819	1/11/2017	Q1	H1	2017	1	January	Jan	11	Wednesday	Wed	0.54
290565	8/16/2016	Q3	H2	2016	8	August	Aug	16	Tuesday	Tue	0.95
791496	7/18/2008	Q3	H2	2008	7	July	Jul	18	Friday	Fri	9.03
223092	3/12/1992	Q1	H1	1992	3	March	Mar	12	Thursday	Thu	25.39
809030	4/3/1993	Q2	H1	1993	4	April	Apr	3	Saturday	Sat	24.33
570597	12/4/2016	Q4	H2	2016	12	December	Dec	4	Sunday	Sun	0.65
653595	4/11/2014	Q2	H1	2014	4	April	Apr	11	Friday	Fri	3.3
605422	3/28/2007	Q1	H1	2007	3	March	Mar	28	Wednesday	Wed	10.34
480191	1/16/2011	Q1	H1	2011	1	January	Jan	16	Sunday	Sun	6.53
656664	7/8/2008	Q3	H2	2008	7	July	Jul	8	Tuesday	Tue	9.06
643566	1/27/2011	Q1	H1	2011	1	January	Jan	27	Thursday	Thu	6.5
664660	6/21/2009	Q2	H1	2009	6	June	Jun	21	Sunday	Sun	8.11
863710	8/13/2016	Q3	H2	2016	8	August	Aug	13	Saturday	Sat	0.96
653650	8/6/2012	Q3	H2	2012	8	August	Aug	6	Monday	Mon	4.98
392016	1/22/2017	Q1	H1	2017	1	January	Jan	22	Sunday	Sun	0.51
712386	7/31/2014	Q3	H2	2014	7	July	Jul	31	Thursday	Thu	2.99
676968	1/30/2010	Q1	H1	2010	1	January	Jan	30	Saturday	Sat	7.5
760606	10/1/2002	Q4	H2	2002	10	October	Oct	1	Tuesday	Tue	14.83
312187	4/19/2015	Q2	H1	2015	4	April	Apr	19	Sunday	Sun	2.28
506255	7/2/2015	Q3	H2	2015	7	July	Jul	2	Thursday	Thu	2.07
266692	4/15/2017	Q2	H1	2017	4	April	Apr	15	Saturday	Sat	0.28
183385	10/8/2012	Q4	H2	2012	10	October	Oct	8	Monday	Mon	4.81
954614	10/23/1986	Q4	H2	1986	10	October	Oct	23	Thursday	Thu	30.78
938991	12/23/2013	Q4	H2	2013	12	December	Dec	23	Monday	Mon	3.6
577422	1/2/1991	Q1	H1	1991	1	January	Jan	2	Wednesday	Wed	26.59
317121	9/7/2002	Q3	H2	2002	9	September	Sep	7	Saturday	Sat	14.9
593025	12/8/1983	Q4	H2	1983	12	December	Dec	8	Thursday	Thu	33.66
926284	4/1/2011	Q2	H1	2011	4	April	Apr	1	Friday	Fri	6.33
172833	1/28/2003	Q1	H1	2003	1	January	Jan	28	Tuesday	Tue	14.51
485725	1/3/2015	Q1	H1	2015	1	January	Jan	3	Saturday	Sat	2.57
340359	8/8/1994	Q3	H2	1994	8	August	Aug	8	Monday	Mon	22.99
293114	1/11/2010	Q1	H1	2010	1	January	Jan	11	Monday	Mon	7.55
936161	7/26/1997	Q3	H2	1997	7	July	Jul	26	Saturday	Sat	20.02
642072	12/30/2013	Q4	H2	2013	12	December	Dec	30	Monday	Mon	3.58
375719	10/3/2013	Q4	H2	2013	10	October	Oct	3	Thursday	Thu	3.82
132984	4/2/1993	Q2	H1	1993	4	April	Apr	2	Friday	Fri	24.34
466560	3/21/2016	Q1	H1	2016	3	March	Mar	21	Monday	Mon	1.35
425789	11/15/1987	Q4	H2	1987	11	November	Nov	15	Sunday	Sun	29.72
620192	11/5/2013	Q4	H2	2013	11	November	Nov	5	Tuesday	Tue	3.73
703151	8/7/2016	Q3	H2	2016	8	August	Aug	7	Sunday	Sun	0.97
693521	11/22/2009	Q4	H2	2009	11	November	Nov	22	Sunday	Sun	7.68
304382	3/4/2012	Q1	H1	2012	3	March	Mar	4	Sunday	Sun	5.4
454958	12/17/2008	Q4	H2	2008	12	December	Dec	17	Wednesday	Wed	8.62
597741	1/7/2013	Q1	H1	2013	1	January	Jan	7	Monday	Mon	4.56
711183	12/20/2014	Q4	H2	2014	12	December	Dec	20	Saturday	Sat	2.61
980967	1/10/2009	Q1	H1	2009	1	January	Jan	10	Saturday	Sat	8.55
186380	6/23/2017	Q2	H1	2017	6	June	Jun	23	Friday	Fri	0.1
964458	1/2/2007	Q1	H1	2007	1	January	Jan	2	Tuesday	Tue	10.58
667922	8/31/1988	Q3	H2	1988	8	August	Aug	31	Wednesday	Wed	28.93
460085	6/7/1995	Q2	H1	1995	6	June	Jun	7	Wednesday	Wed	22.16
699964	12/21/2014	Q4	H2	2014	12	December	Dec	21	Sunday	Sun	2.6
605917	12/17/2007	Q4	H2	2007	12	December	Dec	17	Monday	Mon	9.62
464683	9/10/2004	Q3	H2	2004	9	September	Sep	10	Friday	Fri	12.89
408977	8/8/2016	Q3	H2	2016	8	August	Aug	8	Monday	Mon	0.97
175904	11/22/1986	Q4	H2	1986	11	November	Nov	22	Saturday	Sat	30.7
434114	12/21/1993	Q4	H2	1993	12	December	Dec	21	Tuesday	Tue	23.62
399165	6/28/2011	Q2	H1	2011	6	June	Jun	28	Tuesday	Tue	6.09
204838	6/16/1991	Q2	H1	1991	6	June	Jun	16	Sunday	Sun	26.13
527598	9/12/2004	Q3	H2	2004	9	September	Sep	12	Sunday	Sun	12.88
549389	10/2/1992	Q4	H2	1992	10	October	Oct	2	Friday	Fri	24.84
932773	4/14/1991	Q2	H1	1991	4	April	Apr	14	Sunday	Sun	26.31
849584	10/24/2015	Q4	H2	2015	10	October	Oct	24	Saturday	Sat	1.76
150805	2/9/2009	Q1	H1	2009	2	February	Feb	9	Monday	Mon	8.47
237430	2/28/1985	Q1	H1	1985	2	February	Feb	28	Thursday	Thu	32.43
898447	7/20/1999	Q3	H2	1999	7	July	Jul	20	Tuesday	Tue	18.04
862292	9/8/2016	Q3	H2	2016	9	September	Sep	8	Thursday	Thu	0.88
584752	12/28/2012	Q4	H2	2012	12	December	Dec	28	Friday	Fri	4.58
775432	7/21/1986	Q3	H2	1986	7	July	Jul	21	Monday	Mon	31.04
562229	2/3/2004	Q1	H1	2004	2	February	Feb	3	Tuesday	Tue	13.49
679205	9/2/2016	Q3	H2	2016	9	September	Sep	2	Friday	Fri	0.9
811810	11/30/2003	Q4	H2	2003	11	November	Nov	30	Sunday	Sun	13.67
693498	5/1/2017	Q2	H1	2017	5	May	May	1	Monday	Mon	0.24
807701	6/2/1995	Q2	H1	1995	6	June	Jun	2	Friday	Fri	22.17
977563	4/30/2002	Q2	H1	2002	4	April	Apr	30	Tuesday	Tue	15.25
937628	9/10/1988	Q3	H2	1988	9	September	Sep	10	Saturday	Sat	28.9
165850	12/7/2014	Q4	H2	2014	12	December	Dec	7	Sunday	Sun	2.64
282995	6/23/2004	Q2	H1	2004	6	June	Jun	23	Wednesday	Wed	13.1
984695	3/18/1995	Q1	H1	1995	3	March	Mar	18	Saturday	Sat	22.38
631665	11/25/2003	Q4	H2	2003	11	November	Nov	25	Tuesday	Tue	13.68
631988	2/4/2012	Q1	H1	2012	2	February	Feb	4	Saturday	Sat	5.48
468423	2/14/2012	Q1	H1	2012	2	February	Feb	14	Tuesday	Tue	5.45
915300	2/2/2011	Q1	H1	2011	2	February	Feb	2	Wednesday	Wed	6.49
324202	7/15/2017	Q3	H2	2017	7	July	Jul	15	Saturday	Sat	0.04
369368	4/28/2012	Q2	H1	2012	4	April	Apr	28	Saturday	Sat	5.25
609424	7/27/2014	Q3	H2	2014	7	July	Jul	27	Sunday	Sun	3.01
551580	7/29/2015	Q3	H2	2015	7	July	Jul	29	Wednesday	Wed	2.0
868288	8/5/2015	Q3	H2	2015	8	August	Aug	5	Wednesday	Wed	1.98
772293	7/22/2016	Q3	H2	2016	7	July	Jul	22	Friday	Fri	1.02
814417	8/9/2011	Q3	H2	2011	8	August	Aug	9	Tuesday	Tue	5.97
996655	7/21/2002	Q3	H2	2002	7	July	Jul	21	Sunday	Sun	15.03
892407	10/17/2016	Q4	H2	2016	10	October	Oct	17	Monday	Mon	0.78
283599	1/28/2017	Q1	H1	2017	1	January	Jan	28	Saturday	Sat	0.5
435871	12/31/2015	Q4	H2	2015	12	December	Dec	31	Thursday	Thu	1.58
237290	6/22/2011	Q2	H1	2011	6	June	Jun	22	Wednesday	Wed	6.1
433831	12/4/2003	Q4	H2	2003	12	December	Dec	4	Thursday	Thu	13.66
625752	8/18/2011	Q3	H2	2011	8	August	Aug	18	Thursday	Thu	5.95
831799	1/5/2011	Q1	H1	2011	1	January	Jan	5	Wednesday	Wed	6.56
707324	1/21/2015	Q1	H1	2015	1	January	Jan	21	Wednesday	Wed	2.52
184520	1/14/2007	Q1	H1	2007	1	January	Jan	14	Sunday	Sun	10.54
680110	8/14/2013	Q3	H2	2013	8	August	Aug	14	Wednesday	Wed	3.96
358423	6/18/1996	Q2	H1	1996	6	June	Jun	18	Tuesday	Tue	21.12
577541	10/21/2016	Q4	H2	2016	10	October	Oct	21	Friday	Fri	0.77
994718	12/9/2013	Q4	H2	2013	12	December	Dec	9	Monday	Mon	3.64
767333	4/17/1993	Q2	H1	1993	4	April	Apr	17	Saturday	Sat	24.3
879439	5/23/2013	Q2	H1	2013	5	May	May	23	Thursday	Thu	4.18
556175	10/27/2012	Q4	H2	2012	10	October	Oct	27	Saturday	Sat	4.75
262995	6/15/2001	Q2	H1	2001	6	June	Jun	15	Friday	Fri	16.13
916209	9/30/2010	Q3	H2	2010	9	September	Sep	30	Thursday	Thu	6.83
287234	7/22/2012	Q3	H2	2012	7	July	Jul	22	Sunday	Sun	5.02
276055	5/26/2009	Q2	H1	2009	5	May	May	26	Tuesday	Tue	8.18
358685	6/10/2017	Q2	H1	2017	6	June	Jun	10	Saturday	Sat	0.13
316373	9/28/2016	Q3	H2	2016	9	September	Sep	28	Wednesday	Wed	0.83
706172	1/17/2012	Q1	H1	2012	1	January	Jan	17	Tuesday	Tue	5.53
716459	2/11/1998	Q1	H1	1998	2	February	Feb	11	Wednesday	Wed	19.47
846645	9/27/2016	Q3	H2	2016	9	September	Sep	27	Tuesday	Tue	0.83
315034	9/28/2010	Q3	H2	2010	9	September	Sep	28	Tuesday	Tue	6.84
899894	1/7/2001	Q1	H1	2001	1	January	Jan	7	Sunday	Sun	16.56
131275	10/25/2014	Q4	H2	2014	10	October	Oct	25	Saturday	Sat	2.76
734466	4/11/2011	Q2	H1	2011	4	April	Apr	11	Monday	Mon	6.3
427707	4/24/2009	Q2	H1	2009	4	April	Apr	24	Friday	Fri	8.27
578499	8/6/1992	Q3	H2	1992	8	August	Aug	6	Thursday	Thu	24.99
238785	10/3/1997	Q4	H2	1997	10	October	Oct	3	Friday	Fri	19.83
469472	3/6/2011	Q1	H1	2011	3	March	Mar	6	Sunday	Sun	6.4
292052	1/13/2002	Q1	H1	2002	1	January	Jan	13	Sunday	Sun	15.55
512420	7/11/2016	Q3	H2	2016	7	July	Jul	11	Monday	Mon	1.05
596611	6/12/2014	Q2	H1	2014	6	June	Jun	12	Thursday	Thu	3.13
660507	2/15/2005	Q1	H1	2005	2	February	Feb	15	Tuesday	Tue	12.45
986792	8/4/2005	Q3	H2	2005	8	August	Aug	4	Thursday	Thu	11.99
300957	4/13/2016	Q2	H1	2016	4	April	Apr	13	Wednesday	Wed	1.29
674514	4/9/2016	Q2	H1	2016	4	April	Apr	9	Saturday	Sat	1.3
306614	3/15/2013	Q1	H1	2013	3	March	Mar	15	Friday	Fri	4.37
865933	2/27/1989	Q1	H1	1989	2	February	Feb	27	Monday	Mon	28.43
155487	12/18/2016	Q4	H2	2016	12	December	Dec	18	Sunday	Sun	0.61
484418	3/26/2006	Q1	H1	2006	3	March	Mar	26	Sunday	Sun	11.35
911630	4/22/2015	Q2	H1	2015	4	April	Apr	22	Wednesday	Wed	2.27
385006	9/16/2007	Q3	H2	2007	9	September	Sep	16	Sunday	Sun	9.87
429996	5/23/2017	Q2	H1	2017	5	May	May	23	Tuesday	Tue	0.18
159343	10/3/2014	Q4	H2	2014	10	October	Oct	3	Friday	Fri	2.82
695502	8/6/2012	Q3	H2	2012	8	August	Aug	6	Monday	Mon	4.98
263144	4/6/2014	Q2	H1	2014	4	April	Apr	6	Sunday	Sun	3.31
487546	6/22/2002	Q2	H1	2002	6	June	Jun	22	Saturday	Sat	15.11
489976	12/18/2014	Q4	H2	2014	12	December	Dec	18	Thursday	Thu	2.61
310533	5/18/2006	Q2	H1	2006	5	May	May	18	Thursday	Thu	11.2
805360	7/30/2015	Q3	H2	2015	7	July	Jul	30	Thursday	Thu	2.0
123275	6/17/1987	Q2	H1	1987	6	June	Jun	17	Wednesday	Wed	30.13
470546	6/21/1995	Q2	H1	1995	6	June	Jun	21	Wednesday	Wed	22.12
622386	2/9/2012	Q1	H1	2012	2	February	Feb	9	Thursday	Thu	5.47
794488	1/30/2017	Q1	H1	2017	1	January	Jan	30	Monday	Mon	0.49
348768	10/10/2009	Q4	H2	2009	10	October	Oct	10	Saturday	Sat	7.8
123892	4/29/2011	Q2	H1	2011	4	April	Apr	29	Friday	Fri	6.25
480407	11/3/2014	Q4	H2	2014	11	November	Nov	3	Monday	Mon	2.73
750834	7/18/2010	Q3	H2	2010	7	July	Jul	18	Sunday	Sun	7.03
820896	12/21/2001	Q4	H2	2001	12	December	Dec	21	Friday	Fri	15.61
423476	8/22/2009	Q3	H2	2009	8	August	Aug	22	Saturday	Sat	7.94
238080	6/27/1990	Q2	H1	1990	6	June	Jun	27	Wednesday	Wed	27.1
993320	6/11/2017	Q2	H1	2017	6	June	Jun	11	Sunday	Sun	0.13
711656	2/6/1989	Q1	H1	1989	2	February	Feb	6	Monday	Mon	28.49
598368	3/9/2003	Q1	H1	2003	3	March	Mar	9	Sunday	Sun	14.4
687789	8/27/2009	Q3	H2	2009	8	August	Aug	27	Thursday	Thu	7.92
417401	4/9/1993	Q2	H1	1993	4	April	Apr	9	Friday	Fri	24.32
662921	5/23/2008	Q2	H1	2008	5	May	May	23	Friday	Fri	9.19
809426	3/18/2017	Q1	H1	2017	3	March	Mar	18	Saturday	Sat	0.36
388374	10/30/2009	Q4	H2	2009	10	October	Oct	30	Friday	Fri	7.75
704539	11/2/2012	Q4	H2	2012	11	November	Nov	2	Friday	Fri	4.74
779622	2/9/2016	Q1	H1	2016	2	February	Feb	9	Tuesday	Tue	1.47
927582	12/1/2014	Q4	H2	2014	12	December	Dec	1	Monday	Mon	2.66
485520	5/27/2009	Q2	H1	2009	5	May	May	27	Wednesday	Wed	8.18
885525	2/16/2003	Q1	H1	2003	2	February	Feb	16	Sunday	Sun	14.45
570896	7/7/2011	Q3	H2	2011	7	July	Jul	7	Thursday	Thu	6.06
712186	6/23/2016	Q2	H1	2016	6	June	Jun	23	Thursday	Thu	1.1
684149	5/8/2012	Q2	H1	2012	5	May	May	8	Tuesday	Tue	5.22
356465	10/22/2015	Q4	H2	2015	10	October	Oct	22	Thursday	Thu	1.77
190626	9/26/2015	Q3	H2	2015	9	September	Sep	26	Saturday	Sat	1.84
594253	7/6/2010	Q3	H2	2010	7	July	Jul	6	Tuesday	Tue	7.07
393566	1/11/2006	Q1	H1	2006	1	January	Jan	11	Wednesday	Wed	11.55
302532	4/11/2012	Q2	H1	2012	4	April	Apr	11	Wednesday	Wed	5.3
214228	2/9/2003	Q1	H1	2003	2	February	Feb	9	Sunday	Sun	14.47
509313	6/22/2006	Q2	H1	2006	6	June	Jun	22	Thursday	Thu	11.11
972648	6/8/2016	Q2	H1	2016	6	June	Jun	8	Wednesday	Wed	1.14
422967	3/6/2015	Q1	H1	2015	3	March	Mar	6	Friday	Fri	2.4
257320	10/16/2004	Q4	H2	2004	10	October	Oct	16	Saturday	Sat	12.79
273813	5/25/2014	Q2	H1	2014	5	May	May	25	Sunday	Sun	3.18
455234	10/9/1989	Q4	H2	1989	10	October	Oct	9	Monday	Mon	27.82
680969	7/17/2007	Q3	H2	2007	7	July	Jul	17	Tuesday	Tue	10.04
644272	8/30/1999	Q3	H2	1999	8	August	Aug	30	Monday	Mon	17.92
390136	1/30/2015	Q1	H1	2015	1	January	Jan	30	Friday	Fri	2.49
732760	11/12/2012	Q4	H2	2012	11	November	Nov	12	Monday	Mon	4.71
970409	9/16/1987	Q3	H2	1987	9	September	Sep	16	Wednesday	Wed	29.88
385044	2/25/2016	Q1	H1	2016	2	February	Feb	25	Thursday	Thu	1.42
609022	11/18/1998	Q4	H2	1998	11	November	Nov	18	Wednesday	Wed	18.7
379294	11/14/2016	Q4	H2	2016	11	November	Nov	14	Monday	Mon	0.7
672734	12/19/2002	Q4	H2	2002	12	December	Dec	19	Thursday	Thu	14.62
817909	9/4/1988	Q3	H2	1988	9	September	Sep	4	Sunday	Sun	28.92
952187	10/2/2007	Q4	H2	2007	10	October	Oct	2	Tuesday	Tue	9.83
751664	3/19/2012	Q1	H1	2012	3	March	Mar	19	Monday	Mon	5.36
516087	9/28/1997	Q3	H2	1997	9	September	Sep	28	Sunday	Sun	19.84
520308	10/12/2016	Q4	H2	2016	10	October	Oct	12	Wednesday	Wed	0.79
396181	8/10/1999	Q3	H2	1999	8	August	Aug	10	Tuesday	Tue	17.98
839248	8/14/2007	Q3	H2	2007	8	August	Aug	14	Tuesday	Tue	9.96
322907	7/29/1989	Q3	H2	1989	7	July	Jul	29	Saturday	Sat	28.02
728786	6/16/1999	Q2	H1	1999	6	June	Jun	16	Wednesday	Wed	18.13
626973	10/6/2013	Q4	H2	2013	10	October	Oct	6	Sunday	Sun	3.81
666689	7/8/2014	Q3	H2	2014	7	July	Jul	8	Tuesday	Tue	3.06
190465	12/28/2016	Q4	H2	2016	12	December	Dec	28	Wednesday	Wed	0.58
673541	3/11/2015	Q1	H1	2015	3	March	Mar	11	Wednesday	Wed	2.38
744332	5/1/2016	Q2	H1	2016	5	May	May	1	Sunday	Sun	1.24
455366	10/15/2008	Q4	H2	2008	10	October	Oct	15	Wednesday	Wed	8.79
316773	7/4/2006	Q3	H2	2006	7	July	Jul	4	Tuesday	Tue	11.07
405417	11/12/1994	Q4	H2	1994	11	November	Nov	12	Saturday	Sat	22.72
737314	1/30/2016	Q1	H1	2016	1	January	Jan	30	Saturday	Sat	1.49
422047	6/13/2006	Q2	H1	2006	6	June	Jun	13	Tuesday	Tue	11.13
404968	6/27/1988	Q2	H1	1988	6	June	Jun	27	Monday	Mon	29.1
628495	8/23/2012	Q3	H2	2012	8	August	Aug	23	Thursday	Thu	4.93
185245	4/9/1997	Q2	H1	1997	4	April	Apr	9	Wednesday	Wed	20.32
674660	8/3/2008	Q3	H2	2008	8	August	Aug	3	Sunday	Sun	8.99
400303	7/19/2014	Q3	H2	2014	7	July	Jul	19	Saturday	Sat	3.03
762969	6/29/2001	Q2	H1	2001	6	June	Jun	29	Friday	Fri	16.09
963395	12/26/2015	Q4	H2	2015	12	December	Dec	26	Saturday	Sat	1.59
732944	4/6/2017	Q2	H1	2017	4	April	Apr	6	Thursday	Thu	0.31
848011	12/6/1996	Q4	H2	1996	12	December	Dec	6	Friday	Fri	20.65
509371	5/31/1995	Q2	H1	1995	5	May	May	31	Wednesday	Wed	22.18
119290	12/11/2010	Q4	H2	2010	12	December	Dec	11	Saturday	Sat	6.63
856314	12/27/2001	Q4	H2	2001	12	December	Dec	27	Thursday	Thu	15.59
870327	2/4/2001	Q1	H1	2001	2	February	Feb	4	Sunday	Sun	16.49
837851	1/3/1995	Q1	H1	1995	1	January	Jan	3	Tuesday	Tue	22.58
331297	2/7/2003	Q1	H1	2003	2	February	Feb	7	Friday	Fri	14.48
375211	9/18/2009	Q3	H2	2009	9	September	Sep	18	Friday	Fri	7.86
804625	2/19/2016	Q1	H1	2016	2	February	Feb	19	Friday	Fri	1.44
400918	1/30/1998	Q1	H1	1998	1	January	Jan	30	Friday	Fri	19.5
769727	2/18/2016	Q1	H1	2016	2	February	Feb	18	Thursday	Thu	1.44
391993	8/6/2011	Q3	H2	2011	8	August	Aug	6	Saturday	Sat	5.98
756596	4/20/2008	Q2	H1	2008	4	April	Apr	20	Sunday	Sun	9.28
645691	6/23/2008	Q2	H1	2008	6	June	Jun	23	Monday	Mon	9.1
695934	5/10/1990	Q2	H1	1990	5	May	May	10	Thursday	Thu	27.24
643495	11/10/2016	Q4	H2	2016	11	November	Nov	10	Thursday	Thu	0.71
379737	3/30/2017	Q1	H1	2017	3	March	Mar	30	Thursday	Thu	0.33
435833	10/12/2016	Q4	H2	2016	10	October	Oct	12	Wednesday	Wed	0.79
495667	4/27/2012	Q2	H1	2012	4	April	Apr	27	Friday	Fri	5.25
983720	2/9/2006	Q1	H1	2006	2	February	Feb	9	Thursday	Thu	11.47
231200	4/4/2011	Q2	H1	2011	4	April	Apr	4	Monday	Mon	6.32
518947	5/4/2003	Q2	H1	2003	5	May	May	4	Sunday	Sun	14.24
196907	9/14/2014	Q3	H2	2014	9	September	Sep	14	Sunday	Sun	2.87
624335	3/19/2001	Q1	H1	2001	3	March	Mar	19	Monday	Mon	16.37
379192	6/2/2017	Q2	H1	2017	6	June	Jun	2	Friday	Fri	0.15
857915	10/2/2012	Q4	H2	2012	10	October	Oct	2	Tuesday	Tue	4.82
986773	5/4/1995	Q2	H1	1995	5	May	May	4	Thursday	Thu	22.25
387975	2/3/2013	Q1	H1	2013	2	February	Feb	3	Sunday	Sun	4.48
959448	8/5/2001	Q3	H2	2001	8	August	Aug	5	Sunday	Sun	15.99
343590	2/16/1991	Q1	H1	1991	2	February	Feb	16	Saturday	Sat	26.46
862565	10/13/2011	Q4	H2	2011	10	October	Oct	13	Thursday	Thu	5.79
374642	11/26/2014	Q4	H2	2014	11	November	Nov	26	Wednesday	Wed	2.67
244484	12/20/2010	Q4	H2	2010	12	December	Dec	20	Monday	Mon	6.61
310825	7/5/2007	Q3	H2	2007	7	July	Jul	5	Thursday	Thu	10.07
832943	6/7/2016	Q2	H1	2016	6	June	Jun	7	Tuesday	Tue	1.14
721121	8/24/2015	Q3	H2	2015	8	August	Aug	24	Monday	Mon	1.93
612203	12/26/1989	Q4	H2	1989	12	December	Dec	26	Tuesday	Tue	27.61
887587	3/7/2012	Q1	H1	2012	3	March	Mar	7	Wednesday	Wed	5.39
988711	1/30/2007	Q1	H1	2007	1	January	Jan	30	Tuesday	Tue	10.5
814497	10/10/1995	Q4	H2	1995	10	October	Oct	10	Tuesday	Tue	21.81
150785	10/1/2007	Q4	H2	2007	10	October	Oct	1	Monday	Mon	9.83
226202	7/20/1999	Q3	H2	1999	7	July	Jul	20	Tuesday	Tue	18.04
774010	2/8/1987	Q1	H1	1987	2	February	Feb	8	Sunday	Sun	30.49
457453	11/25/2009	Q4	H2	2009	11	November	Nov	25	Wednesday	Wed	7.68
157541	5/25/1991	Q2	H1	1991	5	May	May	25	Saturday	Sat	26.19
983728	3/29/1994	Q1	H1	1994	3	March	Mar	29	Tuesday	Tue	23.35
351489	3/24/2003	Q1	H1	2003	3	March	Mar	24	Monday	Mon	14.36
323451	6/30/2017	Q2	H1	2017	6	June	Jun	30	Friday	Fri	0.08
338592	6/16/2015	Q2	H1	2015	6	June	Jun	16	Tuesday	Tue	2.12
827312	3/27/2017	Q1	H1	2017	3	March	Mar	27	Monday	Mon	0.34
732435	6/21/2014	Q2	H1	2014	6	June	Jun	21	Saturday	Sat	3.1
505904	8/14/2011	Q3	H2	2011	8	August	Aug	14	Sunday	Sun	5.96
147010	6/1/2005	Q2	H1	2005	6	June	Jun	1	Wednesday	Wed	12.16
669968	2/6/1990	Q1	H1	1990	2	February	Feb	6	Tuesday	Tue	27.49
911137	6/14/2005	Q2	H1	2005	6	June	Jun	14	Tuesday	Tue	12.13
307264	8/11/1989	Q3	H2	1989	8	August	Aug	11	Friday	Fri	27.98
449119	6/27/2004	Q2	H1	2004	6	June	Jun	27	Sunday	Sun	13.09
676748	4/24/2012	Q2	H1	2012	4	April	Apr	24	Tuesday	Tue	5.26
382405	5/30/2013	Q2	H1	2013	5	May	May	30	Thursday	Thu	4.16
691376	1/19/2014	Q1	H1	2014	1	January	Jan	19	Sunday	Sun	3.52
447510	12/16/2016	Q4	H2	2016	12	December	Dec	16	Friday	Fri	0.61
945833	12/17/1982	Q4	H2	1982	12	December	Dec	17	Friday	Fri	34.64
462737	11/12/2014	Q4	H2	2014	11	November	Nov	12	Wednesday	Wed	2.71
